date,gold,commodity,snp500,u10bond
2000-01-03,,-0.0016,-0.0095,0
2000-01-04,-0.0201,-0.0096,-0.0383,0.000249899
2000-01-05,-0.0057,-0.0096,0.0019,0.000253743
2000-01-06,0.0011,-0.0005,0.001,0.000251475
2000-01-07,0.0018,-0.0098,0.0271,0.000250437
2000-01-10,-0.0007,0.0068,0.0112,0.000252013
2000-01-11,0.006,0.0191,-0.013,0.00025605
2000-01-12,-0.0025,0.0119,-0.0044,0.000257664
2000-01-13,0.005,0.0071,0.0122,0.000255012
2000-01-14,-0.0007,0.025,0.0107,0.000257165
2000-01-17,,,,0.000256972
2000-01-18,0.0166,0.0187,-0.0069,0.000259663
2000-01-19,0.0042,0.005,0.0005,0.000258779
2000-01-20,-0.0035,0.0069,-0.0071,0.000261086
2000-01-21,0.0017,0.0007,-0.0029,0.000260394
2000-01-24,-0.0055,-0.0082,-0.0277,0.000257203
2000-01-25,-0.0049,0.0109,0.0061,0.000257395
2000-01-26,0,-0.0115,-0.0042,0.000256319
2000-01-27,0.0028,-0.0077,-0.0039,0.000257587
2000-01-28,-0.0143,-0.0028,-0.0275,0.000256011
2000-01-31,0.0007,0.0094,0.0252,0.000256165
2000-02-01,-0.0025,0.0144,0.0106,0.000254781
2000-02-02,0.0085,-0.0117,-0.0001,0.000252821
2000-02-03,0.0081,0.0088,0.0113,0.000247939
2000-02-04,0.0808,0.0167,-0.0004,0.000252167
2000-02-07,-0.0274,-0.0152,-0.0001,0.000255512
2000-02-08,-0.0089,-0.0162,0.0123,0.000254474
2000-02-09,0.0231,0.0131,-0.0208,0.000256434
2000-02-10,0.033,0.0134,0.0036,0.000256588
2000-02-11,-0.0161,-0.0021,-0.021,0.00025359
2000-02-14,-0.0084,0.0101,0.002,0.000252244
2000-02-15,-0.022,-0.0016,0.0087,0.000251937
2000-02-16,0.0027,0.0028,-0.0102,0.000251591
2000-02-17,-0.0036,-0.011,0.0004,0.000252244
2000-02-18,0.0126,-0.0044,-0.0304,0.000249284
2000-02-21,,,,
2000-02-22,0.0013,0.0039,0.0045,0.000244671
2000-02-23,-0.017,0.0041,0.0063,0.000246939
2000-02-24,-0.0043,0.0101,-0.0054,0.000244825
2000-02-25,-0.0204,0.005,-0.0148,0.000243671
2000-02-28,-0.0017,-0.0019,0.0109,0.000246785
2000-02-29,-0.0003,0.0083,0.0136,0.000246439
2000-03-01,-0.0031,0.0301,0.0094,0.000245478
2000-03-02,-0.0113,-0.0015,0.0019,0.000245632
2000-03-03,0.0021,-0.001,0.0198,0.000245286
2000-03-06,-0.0031,0.0121,-0.0127,0.000246593
2000-03-07,0.0149,0.0258,-0.0257,0.000244978
2000-03-08,-0.0113,-0.0547,0.0082,0.000245786
2000-03-09,0.008,0.0056,0.0256,0.000244133
2000-03-10,-0.0089,-0.01,-0.0047,0.000245594
2000-03-13,0.0052,0.0002,-0.0082,0.00024494
2000-03-14,-0.0062,-0.004,-0.0176,0.000242018
2000-03-15,0.0014,-0.0131,0.0243,0.000241672
2000-03-16,-0.009,0.0039,0.0476,0.000240212
2000-03-17,-0.007,-0.0016,0.0041,0.000238558
2000-03-20,0.0053,-0.0311,-0.0054,0.000238097
2000-03-21,0.0147,0.0058,0.0256,0.000236137
2000-03-22,-0.0069,-0.0039,0.0045,0.000235329
2000-03-23,-0.0101,-0.002,0.0178,0.000234061
2000-03-24,-0.0007,0.0113,0.0001,0.000238059
2000-03-27,-0.0162,-0.0008,-0.0024,0.000237905
2000-03-28,-0.0032,-0.0083,-0.0106,0.000236598
2000-03-29,-0.0122,-0.0169,0.0005,0.000236444
2000-03-30,0.0011,0.0054,-0.0137,0.000232561
2000-03-31,0.0083,0.0091,0.0072,0.000230793
2000-04-03,-0.0029,-0.0107,0.0049,0.00022937
2000-04-04,0.0227,-0.0251,-0.0075,0.000226372
2000-04-05,-0.0102,0.0085,-0.0049,0.000225718
2000-04-06,-0.0039,-0.0057,0.0093,0.000227756
2000-04-07,-0.0004,-0.0101,0.01,0.000224757
2000-04-10,0.0057,-0.025,-0.0078,0.000223219
2000-04-11,-0.0007,0.0015,-0.0026,0.000226218
2000-04-12,0,0.031,-0.0223,0.000228678
2000-04-13,-0.0004,0.0005,-0.0182,0.000228063
2000-04-14,0.0053,-0.0106,-0.0582,0.000225334
2000-04-17,-0.0018,0.0077,0.033,0.000232331
2000-04-18,-0.0039,0.0062,0.0287,0.000232561
2000-04-19,-0.0018,0.0203,-0.0098,0.000230639
2000-04-20,-0.0029,0.0004,0.0049,0.000230716
2000-04-21,,,,
2000-04-24,-0.0011,0.0036,-0.0032,0.0002316
2000-04-25,-0.0047,-0.0105,0.0332,0.000235867
2000-04-26,-0.0093,-0.0128,-0.0111,0.000236021
2000-04-27,0.0047,0.009,0.0027,0.000239443
2000-04-28,-0.0134,0.0057,-0.0085,0.000239097
2000-05-01,0.0004,0.0111,0.0109,0.000241634
2000-05-02,0.0081,0.0232,-0.0149,0.000242403
2000-05-03,0.0076,-0.0077,-0.0216,0.000246209
2000-05-04,0.0076,0.0063,-0.0039,0.000247208
2000-05-05,-0.0039,-0.0015,0.0163,0.00025036
2000-05-08,-0.0075,0.0147,-0.0059,0.000252552
2000-05-09,0.0022,0.0115,-0.0085,0.00025086
2000-05-10,0.0025,0.0004,-0.0206,0.000248284
2000-05-11,-0.0076,0.0177,0.0179,0.000246862
2000-05-12,0.0015,0.0074,0.0094,0.00025086
2000-05-15,-0.0014,0.0039,0.0221,0.000248092
2000-05-16,-0.0004,0.0028,0.0094,0.000247362
2000-05-17,-0.0087,0.0014,-0.0124,0.000249515
2000-05-18,-0.0004,0.0141,-0.0073,0.000251552
2000-05-19,0.004,-0.0035,-0.021,0.000249861
2000-05-22,0.0062,-0.018,-0.0045,0.000248015
2000-05-23,-0.0051,0.0018,-0.0191,0.00024717
2000-05-24,-0.0033,0.024,0.0183,0.00024913
2000-05-25,-0.011,0.0113,-0.0125,0.000246016
2000-05-26,0.0063,-0.0057,-0.0025,0.000243287
2000-05-29,,,,
2000-05-30,0.0004,0.0002,0.0323,0.000245324
2000-05-31,-0.0022,-0.02,-0.0013,0.000241672
2000-06-01,0.0029,0.0134,0.0199,0.000237943
2000-06-02,0.0327,0.0047,0.0197,0.000237213
2000-06-05,0.0142,-0.0047,-0.0066,0.000235175
2000-06-06,0.0126,-0.0001,-0.0067,0.000235598
2000-06-07,-0.0062,-0.0086,0.0093,0.000236559
2000-06-08,-0.0111,0.0007,-0.0066,0.000235752
2000-06-09,-0.0014,0.006,-0.0032,0.00023556
2000-06-12,0.0102,0.0159,-0.0075,0.000233753
2000-06-13,-0.0035,0.0087,0.0162,0.00023506
2000-06-14,0.0214,-0.0021,0.0007,0.000232638
2000-06-15,-0.0069,0.0011,0.0056,0.000232638
2000-06-16,-0.0031,-0.0158,-0.0096,0.000229947
2000-06-19,-0.0107,-0.0153,0.0147,0.000230831
2000-06-20,0.0004,0.018,-0.0067,0.0002316
2000-06-21,0.0003,0.0174,0.0021,0.000234983
2000-06-22,-0.0024,0.0185,-0.0182,0.000234829
2000-06-23,-0.0084,-0.0026,-0.0074,0.000237828
2000-06-26,0.0032,-0.0079,0.0096,0.000234637
2000-06-27,0.0071,0.0098,-0.0033,0.000234291
2000-06-28,0.0242,-0.0071,0.003,0.000234791
2000-06-29,-0.0109,0.0149,-0.0085,0.0002321
2000-06-30,0.0028,-0.0089,0.0085,0.000231754
2000-07-03,,-0.0013,0.0102,0.00023037
2000-07-04,,,,
2000-07-05,-0.0214,-0.0369,-0.0159,0.000230101
2000-07-06,-0.0025,-0.0127,0.0073,0.000232638
2000-07-07,0,0.0084,0.0152,0.000231293
2000-07-10,0.0014,-0.0103,-0.0022,0.000232369
2000-07-11,-0.0049,0.0015,0.0036,0.000232869
2000-07-12,-0.0064,0.0013,0.0081,0.000233868
2000-07-13,-0.0014,0.0138,0.0019,0.000231024
2000-07-14,0.0039,-0.0067,0.0095,0.000234599
2000-07-17,0.0082,-0.0122,0.0003,0.000236559
2000-07-18,-0.0032,0.0186,-0.0111,0.000236329
2000-07-19,-0.0124,-0.0097,-0.0078,0.000237059
2000-07-20,0.0029,-0.0084,0.0092,0.000231216
2000-07-21,0.0011,-0.0199,-0.0103,0.000230639
2000-07-24,-0.0046,-0.0168,-0.0107,0.000231908
2000-07-25,0.0004,-0.0033,0.007,0.000231946
2000-07-26,0.0018,0.0018,-0.015,0.000231792
2000-07-27,-0.0029,0.0064,-0.0019,0.00023087
2000-07-28,-0.0032,0.0036,-0.0205,0.0002321
2000-07-31,-0.0032,-0.0149,0.0077,0.000232254
2000-08-01,0.0004,0.0093,0.0051,0.00023037
2000-08-02,-0.0014,0.0148,0.0004,0.00022987
2000-08-03,-0.0112,0.0055,0.0097,0.000229063
2000-08-04,-0.0029,0.0204,0.0071,0.000227064
2000-08-07,0.0018,-0.0176,0.0112,0.000229294
2000-08-08,-0.0011,0.0058,0.0024,0.000227717
2000-08-09,-0.0044,0.0189,-0.0067,0.00022764
2000-08-10,0.0015,0.016,-0.0086,0.000221643
2000-08-11,0.0114,-0.0018,0.0079,0.000222681
2000-08-14,-0.0025,0.0046,0.0135,0.000221989
2000-08-15,0.0007,-0.0039,-0.0048,0.000223104
2000-08-16,0.0098,0.0052,-0.0031,0.000224488
2000-08-17,0.0014,0.0074,0.011,0.000223835
2000-08-18,-0.0032,0.0064,-0.0029,0.000222143
2000-08-21,-0.0061,0.0146,0.0052,0.000222527
2000-08-22,-0.0058,-0.0172,-0.0009,0.00022222
2000-08-23,-0.0088,0.0185,0.0053,0.000220298
2000-08-24,0.0066,-0.0055,0.0015,0.00021999
2000-08-25,0.0044,0.0088,-0.0012,0.000220451
2000-08-28,-0.0004,0.0134,0.005,0.000221951
2000-08-29,-0.0022,0.0034,-0.0028,0.000223565
2000-08-30,0.0018,0.012,-0.0048,0.000222835
2000-08-31,0.0161,-0.0013,0.01,0.000220298
2000-09-01,-0.0047,0.0037,0.002,0.000218606
2000-09-04,,,,
2000-09-05,-0.0043,0.0126,-0.009,0.00021876
2000-09-06,-0.0058,0.017,-0.0099,0.000220298
2000-09-07,-0.0007,0.0094,0.0069,0.000221259
2000-09-08,-0.0026,-0.0294,-0.0053,0.000220605
2000-09-11,-0.0007,0.0257,-0.0035,0.000222143
2000-09-12,-0.0007,-0.0147,-0.0049,0.00022222
2000-09-13,-0.0004,-0.0145,0.002,0.000220375
2000-09-14,-0.0015,0.0035,-0.0027,0.000222758
2000-09-15,-0.0004,0.0215,-0.0102,0.00022445
2000-09-18,-0.0033,0.0128,-0.0145,0.000225757
2000-09-19,0.0018,-0.01,0.0107,0.000225257
2000-09-20,-0.0107,0.0007,-0.0059,0.000227064
2000-09-21,0.0048,-0.0157,-0.0016,0.000224949
2000-09-22,0.0055,-0.0221,-0.0002,0.000224872
2000-09-25,0.0085,-0.0122,-0.0067,0.000224872
2000-09-26,-0.0007,-0.0001,-0.0082,0.000223181
2000-09-27,0.0164,0.0027,-0.0004,0.000223911
2000-09-28,-0.0101,-0.0276,0.0222,0.000223988
2000-09-29,-0.0073,0.0104,-0.0149,0.000223335
2000-10-02,-0.0018,0.0255,-0.0002,0.000224219
2000-10-03,-0.0055,-0.0003,-0.0068,0.000225372
2000-10-04,-0.0048,-0.0108,0.0055,0.000226679
2000-10-05,0.0011,-0.0171,0.0014,0.00022518
2000-10-06,-0.0048,0.0006,-0.019,0.000223835
2000-10-09,0.003,0.0195,-0.005,0.000223835
2000-10-10,0.0085,0.0265,-0.0107,0.000222912
2000-10-11,-0.007,0.0113,-0.0161,0.000222105
2000-10-12,0.0218,0.0423,-0.0255,0.000220105
2000-10-13,-0.0145,-0.031,0.0334,0.000220413
2000-10-16,-0.0033,-0.0304,0.0003,0.000220567
2000-10-17,-0.0015,-0.0012,-0.0179,0.000218414
2000-10-18,-0.003,-0.0046,-0.0059,0.000218952
2000-10-19,-0.0007,-0.0158,0.0348,0.00021753
2000-10-20,0.0041,0.014,0.0058,0.000216799
2000-10-23,-0.0041,0.0132,-0.0008,0.000215108
2000-10-24,0,-0.0091,0.0016,0.000216376
2000-10-25,-0.0144,-0.0138,-0.0237,0.000218798
2000-10-26,-0.0049,0.0049,-0.0004,0.000218875
2000-10-27,-0.0019,-0.0192,0.0111,0.000220259
2000-10-28,,,,
2000-10-30,-0.0004,-0.0018,0.0138,0.000220567
2000-10-31,0.0023,-0.0023,0.0219,0.000221528
2000-11-01,-0.0038,0.0113,-0.0057,0.000220874
2000-11-02,0.0019,-0.0071,0.005,0.000220797
2000-11-03,0.0008,0.0077,-0.0011,0.000224065
2000-11-06,-0.0004,0.0017,0.0039,0.000224719
2000-11-07,-0.0008,0.0136,-0.0002,0.000225603
2000-11-08,0.0026,0.0038,-0.0158,0.000225295
2000-11-09,0.003,0.0135,-0.0065,0.000223335
2000-11-10,-0.0049,-0.0011,-0.0244,0.000222912
2000-11-13,-0.0008,0.0086,-0.0108,0.000221874
2000-11-14,0.0023,0.0146,0.0235,0.000221797
2000-11-15,0.0008,0.0202,0.0049,0.000219759
2000-11-16,0.0026,-0.0149,-0.0126,0.000217876
2000-11-17,-0.0004,0.0148,-0.0034,0.000219413
2000-11-20,0.0023,0.0088,-0.0184,0.000218145
2000-11-21,-0.0023,0.0028,0.0035,0.000217799
2000-11-22,0.0023,0.0063,-0.0185,0.000216607
2000-11-23,,,,
2000-11-24,,0.001,0.0147,0.000216761
2000-11-27,0.0143,-0.0037,0.0054,0.000216338
2000-11-28,-0.0011,-0.0263,-0.0096,0.000214838
2000-11-29,-0.0126,0.0049,0.0043,0.000212647
2000-11-30,0.0139,0.0003,-0.02,0.000210648
2000-12-01,-0.0052,-0.0252,0.0002,0.000212186
2000-12-04,0.0074,0.0098,0.0075,0.000213608
2000-12-05,-0.0011,-0.0254,0.0389,0.000208726
2000-12-06,0.0144,0.0305,-0.0182,0.000204727
2000-12-07,-0.004,-0.0142,-0.0059,0.000204151
2000-12-08,-0.0037,-0.0129,0.0197,0.000203766
2000-12-11,-0.0073,0.0313,0.0075,0.000206188
2000-12-12,0.0004,-0.0293,-0.0065,0.000205804
2000-12-13,-0.0063,-0.0294,-0.0082,0.000202267
2000-12-14,0.0015,-0.0216,-0.014,0.000200614
2000-12-15,0.0052,0.0312,-0.0214,0.000199191
2000-12-18,-0.0026,0.0146,0.008,0.00019896
2000-12-19,0,-0.002,-0.0129,0.000199652
2000-12-20,0.0104,-0.0321,-0.0313,0.000193924
2000-12-21,0.0044,0.0113,0.0081,0.000193847
2000-12-22,0,-0.0035,0.0244,0.000192809
2000-12-26,0.0015,0.0111,0.007,0.000194424
2000-12-27,0.004,0.0054,0.0104,0.000196423
2000-12-28,-0.0127,-0.0093,0.004,0.000197038
2000-12-29,0.0011,0.0267,-0.0104,0.000196577
2001-01-02,-0.0132,-0.0309,-0.028,0.000189233
2001-01-03,-0.0015,0.0053,0.0501,0.000198191
2001-01-04,-0.0026,0.0197,-0.0106,0.000193924
2001-01-05,0.0026,0.0036,-0.0263,0.000189541
2001-01-08,0,-0.0063,-0.0018,0.000190579
2001-01-09,-0.0019,0.0006,0.0038,0.000192117
2001-01-10,-0.0105,0.0065,0.0096,0.000196115
2001-01-11,-0.0026,-0.0127,0.0103,0.000196577
2001-01-12,-0.0004,-0.0045,-0.0064,0.000202075
2001-01-15,,,,
2001-01-16,-0.0023,-0.0112,0.0064,0.000201267
2001-01-17,-0.0004,-0.0367,0.0021,0.000199076
2001-01-18,0.0038,0.0195,0.0139,0.000196731
2001-01-19,0.0004,0.0272,-0.0041,0.000198807
2001-01-22,0.0079,-0.0042,0.0003,0.000200998
2001-01-23,-0.0011,-0.0141,0.013,0.000203305
2001-01-24,-0.0068,-0.0086,0.0029,0.000204074
2001-01-25,0.0008,0.0068,-0.005,0.000201882
2001-01-26,-0.0064,0.0058,-0.0018,0.000202497
2001-01-29,0,-0.03,0.0068,0.000204381
2001-01-30,0.0103,-0.001,0.007,0.000201152
2001-01-31,0.0004,-0.0163,-0.0056,0.000196577
2001-02-01,0.0109,0.0364,0.0055,0.000195654
2001-02-02,-0.0052,0.0327,-0.0175,0.000198384
2001-02-05,-0.0071,-0.0333,0.0036,0.000198845
2001-02-06,-0.0072,0.0005,-0.0015,0.000199383
2001-02-07,-0.0019,0.0244,-0.0084,0.00020046
2001-02-08,-0.0103,0.0018,-0.0063,0.000195692
2001-02-09,-0.0008,-0.0101,-0.0133,0.000193501
2001-02-12,0.0031,-0.0178,0.0118,0.000194347
2001-02-13,-0.0015,0.0032,-0.0086,0.000194808
2001-02-14,-0.0035,-0.0174,-0.0022,0.000198307
2001-02-15,-0.0166,-0.0137,0.0081,0.000198884
2001-02-16,0.0122,0.0043,-0.0189,0.000196538
2001-02-19,,,,
2001-02-20,-0.0081,-0.0099,-0.0174,0.000196385
2001-02-21,0.0082,-0.0084,-0.0185,0.000197538
2001-02-22,0.0012,0.0017,-0.002,0.000198345
2001-02-23,0.0093,0.0041,-0.0055,0.000196154
2001-02-26,0.0188,-0.0103,0.0175,0.000193809
2001-02-27,0.006,0.0011,-0.0077,0.000190579
2001-02-28,-0.0022,-0.009,-0.0143,0.00018858
2001-03-01,-0.006,0.0037,0.001,0.000187811
2001-03-02,-0.0117,0.0065,-0.0056,0.000190195
2001-03-05,0.0015,0.0166,0.0058,0.000191425
2001-03-06,-0.0099,-0.0038,0.01,0.000191233
2001-03-07,0.0058,0.01,0.0065,0.000188464
2001-03-08,0.0153,-0.0119,0.0022,0.000188618
2001-03-09,0.0203,-0.012,-0.0247,0.000189925
2001-03-12,0.003,0.0013,-0.0431,0.000188311
2001-03-13,-0.0177,-0.0108,0.0148,0.000189772
2001-03-14,-0.0161,-0.025,-0.0259,0.000185735
2001-03-15,-0.0095,-0.0025,0.0059,0.000184428
2001-03-16,-0.0073,0.0018,-0.0197,0.000183351
2001-03-19,0.0066,-0.009,0.0176,0.000185081
2001-03-20,0.0027,0.0023,-0.0241,0.000183197
2001-03-21,0.0054,0.0054,-0.0179,0.000183582
2001-03-22,-0.0031,-0.0035,-0.004,0.000182582
2001-03-23,0.0015,0.0182,0.0199,0.000185081
2001-03-26,0.0015,0.0051,0.0113,0.000187234
2001-03-27,-0.0034,0.0157,0.0256,0.000192617
2001-03-28,-0.005,-0.0295,-0.0244,0.000191079
2001-03-29,-0.0035,-0.0078,-0.0046,0.000192232
2001-03-30,-0.0035,-0.0115,0.0107,0.000189003
2001-03-31,,,,
2001-04-02,-0.0089,-0.0091,-0.0124,0.000191233
2001-04-03,0.0047,0.0145,-0.0344,0.000189387
2001-04-04,0.0062,0.0243,-0.003,0.000189541
2001-04-05,-0.0012,0.0096,0.0437,0.000191386
2001-04-06,0.0074,-0.0065,-0.02,0.000188042
2001-04-09,-0.0065,0.0092,0.0082,0.000189503
2001-04-10,-0.0039,0.0263,0.0271,0.000195462
2001-04-11,0.0054,-0.0055,-0.0021,0.000197115
2001-04-12,0.0054,0.0042,0.0151,0.000199076
2001-04-13,,,,
2001-04-16,0.0123,0.0143,-0.0032,0.000202113
2001-04-17,-0.0084,-0.0101,0.0103,0.00020069
2001-04-18,0.0008,-0.0066,0.0389,0.000197807
2001-04-19,0.0153,-0.0073,0.0125,0.000203805
2001-04-20,-0.0019,-0.0088,-0.0085,0.000203574
2001-04-23,-0.0042,-0.0018,-0.015,0.000199153
2001-04-24,0.0015,-0.0122,-0.0122,0.000200537
2001-04-25,-0.0064,0.0049,0.016,0.00020219
2001-04-26,0.0076,0.0184,0.0046,0.000199422
2001-04-27,-0.0019,-0.0044,0.015,0.000204727
2001-04-30,0.0004,0.0006,-0.0028,0.000205189
2001-05-01,0.0015,0.0076,0.0135,0.000203343
2001-05-02,0.0038,-0.0213,0.0008,0.00020342
2001-05-03,0.0034,0.0146,-0.0148,0.000200537
2001-05-04,-0.0008,-0.0009,0.0144,0.000200306
2001-05-07,0,-0.0142,-0.0024,0.000199768
2001-05-08,-0.0038,-0.0054,-0.0018,0.000201844
2001-05-09,0.0185,0.0083,-0.0045,0.000198807
2001-05-10,-0.0033,0.0073,-0.0002,0.000203535
2001-05-11,-0.0045,-0.0056,-0.0076,0.000209302
2001-05-14,0.0015,0.0016,0.0026,0.000209072
2001-05-15,-0.0007,0.0102,0.0004,0.000211301
2001-05-16,0.0145,-0.0096,0.0285,0.000209802
2001-05-17,0.0059,0.0027,0.0027,0.000207765
2001-05-18,0.0504,0.0205,0.0027,0.000207688
2001-05-21,-0.007,-0.0041,0.0161,0.000207111
2001-05-22,-0.0011,-0.0063,-0.0026,0.00020788
2001-05-23,-0.0053,-0.0043,-0.0156,0.00020738
2001-05-24,-0.0159,-0.0186,0.0033,0.000211301
2001-05-25,-0.0043,-0.0077,-0.0118,0.000211571
2001-05-28,,,,
2001-05-29,-0.0148,-0.0007,-0.0078,0.00021234
2001-05-30,-0.0296,0.0006,-0.0156,0.000211917
2001-05-31,-0.0015,-0.0035,0.0062,0.000207072
2001-06-01,0.0041,-0.0036,0.0039,0.000206688
2001-06-04,,0.0022,0.0051,0.000205458
2001-06-05,-0.0026,-0.0007,0.013,0.000202882
2001-06-06,0,-0.0114,-0.0106,0.000202382
2001-06-07,0.0011,-0.0004,0.0055,0.000204727
2001-06-08,0.0278,0.0152,-0.0094,0.00020638
2001-06-11,-0.0201,0.0158,-0.0084,0.000203382
2001-06-12,0.0134,0.0084,0.0011,0.000201921
2001-06-13,0.0018,-0.0077,-0.0113,0.000202651
2001-06-14,0.0121,-0.0002,-0.0175,0.00020119
2001-06-15,-0.0149,-0.0119,-0.0045,0.000201613
2001-06-18,0.0044,-0.0178,-0.0049,0.000202267
2001-06-19,0.0037,0.0008,0.0035,0.000201536
2001-06-20,-0.0037,-0.0318,0.0087,0.00020046
2001-06-21,0.0007,0,0.0114,0.000199114
2001-06-22,-0.0011,0.0019,-0.0095,0.000197038
2001-06-25,0.0051,-0.0005,-0.0055,0.000197192
2001-06-26,0.0091,-0.0036,-0.0015,0.00020096
2001-06-27,-0.0148,-0.0312,-0.0047,0.000201613
2001-06-28,-0.0103,-0.0038,0.0125,0.000205381
2001-06-29,0.0048,0.0108,-0.0015,0.000207803
2001-07-02,-0.0044,-0.0074,0.01,0.000204766
2001-07-03,-0.0067,0.0038,-0.0018,0.00020688
2001-07-04,,,,
2001-07-05,-0.0093,0.0106,-0.0124,0.000207803
2001-07-06,0.003,0.0239,-0.0235,0.000206188
2001-07-09,0.0023,-0.0114,0.0069,0.000205073
2001-07-10,-0.0011,-0.001,-0.0144,0.000202728
2001-07-11,0.0079,-0.0028,-0.0011,0.000203459
2001-07-12,-0.0063,0.0043,0.0236,0.000201613
2001-07-13,0.0019,-0.0144,0.0063,0.000201036
2001-07-16,-0.0007,-0.0117,-0.0109,0.000198922
2001-07-17,0.0045,0.0029,0.0099,0.000200306
2001-07-18,0.0086,-0.0179,-0.0055,0.000195692
2001-07-19,-0.0037,-0.0093,0.006,0.0001965
2001-07-20,0.0019,0.0145,-0.0035,0.000197153
2001-07-23,-0.0041,0.003,-0.0164,0.000196269
2001-07-24,0.0033,0.0026,-0.0162,0.000196654
2001-07-25,-0.0074,0.0194,0.016,0.000199499
2001-07-26,-0.0056,-0.0033,0.0104,0.000197423
2001-07-27,0.0045,0.0034,0.0024,0.000195962
2001-07-30,-0.0105,-0.0055,-0.0011,0.000195116
2001-07-31,0.006,-0.0072,0.0056,0.000194385
2001-08-01,0.0045,-0.001,0.0039,0.000195039
2001-08-02,0,0.021,0.004,0.000197884
2001-08-03,0.0019,-0.0097,-0.0053,0.000198576
2001-08-06,-0.003,0.0029,-0.0114,0.000198307
2001-08-07,0.0004,0.0048,0.0032,0.000198884
2001-08-08,0.0026,-0.0052,-0.0174,0.000194193
2001-08-09,0.0205,0.0005,-0.0001,0.000193616
2001-08-10,0.0018,0.0101,0.0057,0.000191656
2001-08-13,0.0066,-0.0009,0.0009,0.000191194
2001-08-14,0.0022,0.0034,-0.0039,0.000191194
2001-08-15,-0.0022,0.0003,-0.0073,0.000192425
2001-08-16,-0.0018,-0.0077,0.0031,0.000190002
2001-08-17,0.0149,-0.02,-0.0167,0.000186158
2001-08-20,-0.0115,0.0022,0.0081,0.000188772
2001-08-21,-0.004,0.0095,-0.012,0.000187273
2001-08-22,-0.0004,-0.0112,0.0069,0.000188503
2001-08-23,0.0015,0.0059,-0.0027,0.000187811
2001-08-24,-0.0102,0.0048,0.0196,0.000189503
2001-08-27,0.0004,-0.0064,-0.0048,0.000189503
2001-08-28,-0.0011,0.0048,-0.015,0.000186273
2001-08-29,0.0051,-0.0003,-0.0111,0.000183274
2001-08-30,0.0062,-0.014,-0.0171,0.000185043
2001-08-31,-0.0036,0.0135,0.0041,0.000186119
2001-09-03,,,,
2001-09-04,-0.0102,-0.0078,-0.0006,0.000190656
2001-09-05,0.0015,0.0037,-0.0011,0.000190848
2001-09-06,0.0037,0.0089,-0.0224,0.000187311
2001-09-07,0.0004,0.0127,-0.0186,0.00018412
2001-09-10,-0.0055,-0.0074,0.0062,0.000186196
2001-09-11,0,0.0098,,0.00018312
2001-09-12,,,,
2001-09-13,,,,0.000178237
2001-09-14,0.0685,0.035,,0.000175354
2001-09-17,-0.0014,-0.0182,-0.0492,0.000177738
2001-09-18,-0.0059,-0.0289,-0.0059,0.000181659
2001-09-19,0.0118,-0.0308,-0.0161,0.000180621
2001-09-20,-0.0086,-0.0048,-0.0311,0.000182505
2001-09-21,0.01,-0.0156,-0.019,0.000180391
2001-09-22,,,,
2001-09-24,-0.0075,-0.0878,0.039,0.000181506
2001-09-25,0.0028,-0.0026,0.0088,0.000181121
2001-09-26,0.0096,0.0145,-0.0052,0.000178237
2001-09-27,-0.0055,0.0051,0.0115,0.000175315
2001-09-28,0.0024,0.01,0.0219,0.000176507
2001-10-01,-0.0007,-0.0067,-0.0023,0.000174662
2001-10-02,-0.0079,-0.0115,0.0123,0.000173355
2001-10-03,0.0021,-0.0111,0.02,0.000171894
2001-10-04,0,0.0166,-0.0025,0.000173201
2001-10-05,0.0031,-0.0083,0.0017,0.000173355
2001-10-08,0.0024,0.003,-0.0084,0.000173201
2001-10-09,-0.011,0.0056,-0.0053,0.0001767
2001-10-10,-0.0121,0.0066,0.0229,0.000177007
2001-10-11,-0.0112,0.0194,0.0152,0.000179506
2001-10-12,0.0096,-0.0269,-0.0052,0.000179775
2001-10-15,-0.0098,-0.0124,-0.0016,0.000177046
2001-10-16,0.0007,0.0033,0.0069,0.000175546
2001-10-17,0.0039,-0.0086,-0.0186,0.0001757
2001-10-18,-0.0148,-0.0114,-0.0079,0.000176007
2001-10-19,0.0032,0.0219,0.0046,0.000177661
2001-10-22,-0.0164,-0.0013,0.0153,0.000178468
2001-10-23,0.0022,-0.01,-0.0047,0.000178776
2001-10-24,-0.0007,0.0167,0.0004,0.000176738
2001-10-25,0.0069,-0.0073,0.0137,0.000174931
2001-10-26,0.0004,0.0019,0.0041,0.000173854
2001-10-29,0.0043,0.007,-0.0238,0.000172509
2001-10-30,0.0054,-0.0095,-0.0172,0.000169817
2001-10-31,-0.0039,-0.0111,0,0.000163204
2001-11-01,0.0007,-0.019,0.0229,0.000162897
2001-11-02,0.0004,-0.0081,0.0029,0.000167818
2001-11-05,-0.0046,-0.0143,0.0143,0.00016578
2001-11-06,0.0043,-0.0063,0.0146,0.000163935
2001-11-07,0.0046,0.0098,-0.0028,0.000161013
2001-11-08,-0.0149,0.034,0.0024,0.000164973
2001-11-09,0.0022,0.0287,0.0016,0.00016578
2001-11-12,0.0032,-0.0249,-0.0018,
2001-11-13,-0.0018,0.0215,0.0186,0.000168472
2001-11-14,0,-0.0438,0.0018,0.000174124
2001-11-15,-0.0097,-0.0529,0.0009,0.000183966
2001-11-16,-0.0015,0.0188,-0.0031,0.000186427
